sigla_uf,id_municipio,situacao,ano_atendimento,concessionaria,tecnologia,capacidade_backhaul,capacidade_ocupada,capacidade_disponivel
RN,2411809,Atendido,2009,TELEMAR/RN,Rádio,8,4,4
RN,2413102,Atendido,2008,TELEMAR/RN,Rádio,8,4,4
RN,2413359,Atendido,2009,TELEMAR/RN,Rádio,8,4,4
RN,2413508,Atendido,2010,TELEMAR/RN,Fibra,8,4,4
RN,2413706,Atendido,2009,TELEMAR/RN,Rádio,8,4,4
RN,2414159,Atendido,2009,TELEMAR/RN,Rádio,8,4,4
RN,2414456,Atendido,2009,TELEMAR/RN,Rádio,8,4,4
RN,2414902,Atendido,2010,TELEMAR/RN,Rádio,8,4,4
PB,2500536,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2500734,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2500775,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2501153,Atendido,2008,TELEMAR/PB,Rádio,8,4,4
PB,2501534,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2502201,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2502409,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2503308,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2503407,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2503555,Atendido,2008,TELEMAR/PB,Rádio,8,4,4
PB,2504074,Atendido,2010,TELEMAR/PB,Rádio,8,4,4
PB,2504157,Atendido,2008,TELEMAR/PB,Rádio,8,4,4
PB,2504355,Atendido,2008,TELEMAR/PB,Rádio,8,4,4
PB,2504504,Atendido,2010,TELEMAR/PB,Rádio,8,4,4
PB,2504702,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2505279,Atendido,2008,TELEMAR/PB,Rádio,8,4,4
PB,2505303,Atendido,2010,TELEMAR/PB,Rádio,8,4,4
PB,2505352,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2505907,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2507804,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2508554,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2509057,Atendido,2008,TELEMAR/PB,Rádio,8,4,4
PB,2509339,Atendido,2008,TELEMAR/PB,Rádio,8,4,4
PB,2509396,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2509602,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2510659,Atendido,2008,TELEMAR/PB,Rádio,8,4,4
PB,2511103,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2512200,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2512606,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2512721,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2512762,Atendido,2008,TELEMAR/PB,Rádio,8,4,4
PB,2512788,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2513109,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2513158,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2513505,Atendido,2010,TELEMAR/PB,Rádio,8,4,4
PB,2513604,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2513802,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2513851,Atendido,2008,TELEMAR/PB,Rádio,8,4,4
PB,2513927,Atendido,2010,TELEMAR/PB,Rádio,8,4,4
PB,2513968,Atendido,2010,TELEMAR/PB,Rádio,8,4,4
PB,2514453,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2514552,Atendido,2010,TELEMAR/PB,Rádio,8,4,4
PB,2514602,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2514701,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2514800,Atendido,2008,TELEMAR/PB,Rádio,8,4,4
PB,2515005,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2515708,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2516409,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2516607,Atendido,2009,TELEMAR/PB,Rádio,8,4,4
PB,2516755,Atendido,2008,TELEMAR/PB,Rádio,8,4,4
PB,2517100,Atendido,2010,TELEMAR/PB,Rádio,8,4,4
PE,2601003,Atendido,2009,TELEMAR/PE,Fibra,8,4,4
PE,2602407,Atendido,2009,TELEMAR/PE,Rádio,8,4,4
PE,2602506,Atendido,2009,TELEMAR/PE,Rádio,8,4,4
PE,2602704,Atendido,2008,TELEMAR/PE,Rádio,8,4,4
PE,2603405,Atendido,2010,TELEMAR/PE,Rádio,8,4,4
PE,2606507,Atendido,2009,TELEMAR/PE,Rádio,8,4,4
PE,2609154,Atendido,2009,TELEMAR/PE,Rádio,16,4,12
PE,2610301,Atendido,2009,TELEMAR/PE,Rádio,8,4,4
PE,2612307,Atendido,2009,TELEMAR/PE,Rádio,8,4,4
PE,2615102,Atendido,2009,TELEMAR/PE,Rádio,8,4,4
AL,2701100,Atendido,2008,TELEMAR/AL,Rádio,8,4,4
AL,2702553,Atendido,2008,TELEMAR/AL,Rádio,8,4,4
AL,2703700,Atendido,2009,TELEMAR/AL,Rádio,8,4,4
AL,2704906,Atendido,2009,TELEMAR/AL,Rádio,8,4,4
AL,2705309,Atendido,2009,TELEMAR/AL,Rádio,8,4,4
AL,2705903,Atendido,2009,TELEMAR/AL,Rádio,8,4,4
AL,2706604,Atendido,2009,TELEMAR/AL,Fibra,8,4,4
AL,2707008,Atendido,2009,TELEMAR/AL,Rádio,8,4,4
AL,2707206,Atendido,2010,TELEMAR/AL,Rádio,8,4,4
AL,2707800,Atendido,2009,TELEMAR/AL,Rádio,8,4,4
AL,2708105,Atendido,2009,TELEMAR/AL,Rádio,8,4,4
SE,2800100,Atendido,2009,TELEMAR/SE,Rádio,8,4,4
SE,2800704,Atendido,2009,TELEMAR/SE,Rádio,8,4,4
SE,2802205,Atendido,2009,TELEMAR/SE,Rádio,8,4,4
SE,2802403,Atendido,2009,TELEMAR/SE,Rádio,8,4,4
SE,2802601,Atendido,2010,TELEMAR/SE,Rádio,8,4,4
SE,2802809,Atendido,2008,TELEMAR/SE,Fibra,8,4,4
SE,2803807,Atendido,2009,TELEMAR/SE,Fibra,8,4,4
SE,2805208,Atendido,2009,TELEMAR/SE,Rádio,8,4,4
SE,2806909,Atendido,2009,TELEMAR/SE,Fibra,8,4,4
SE,2807006,Atendido,2010,TELEMAR/SE,Rádio,8,4,4
SE,2807303,Atendido,2009,TELEMAR/SE,Rádio,8,4,4
BA,2904753,Atendido,2011,TELEMAR/BA,Satélite,4,4,0
BA,2907400,Atendido,2010,TELEMAR/BA,Rádio,8,4,4
BA,2911253,Atendido,2010,TELEMAR/BA,Rádio,8,4,4
BA,2912004,Atendido,2009,TELEMAR/BA,Rádio,8,4,4
BA,2915353,Atendido,2009,TELEMAR/BA,Rádio,8,4,4
BA,2918704,Atendido,2010,TELEMAR/BA,Rádio,8,4,4
BA,2921054,Atendido,2010,TELEMAR/BA,Rádio,8,4,4
BA,2921450,Atendido,2010,TELEMAR/BA,Rádio,8,4,4
BA,2922250,Atendido,2010,TELEMAR/BA,Rádio,8,4,4
BA,2922805,Atendido,2010,TELEMAR/BA,Fibra,8,4,4
BA,2926509,Atendido,2009,TELEMAR/BA,Rádio,8,4,4
BA,2929057,Atendido,2009,TELEMAR/BA,Rádio,8,4,4
MG,3105202,Atendido,2009,TELEMAR/MG,Rádio,8,4,4
MG,3106655,Atendido,2009,TELEMAR/MG,Rádio,8,4,4
MG,3109253,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3117836,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3118106,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3120300,Atendido,2009,TELEMAR/MG,Rádio,8,4,4
MG,3120607,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3122470,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3126505,Atendido,2009,TELEMAR/MG,Rádio,8,4,4
MG,3126752,Atendido,2008,TELEMAR/MG,Rádio,8,4,4
MG,3126950,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3127073,Atendido,2008,TELEMAR/MG,Rádio,8,4,4
MG,3127339,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3127354,Atendido,2010,TELEMAR/MG,Fibra,8,4,4
MG,3129657,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3132008,Atendido,2009,TELEMAR/MG,Rádio,8,4,4
MG,3136520,Atendido,2009,TELEMAR/MG,Rádio,8,4,4
MG,3136579,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3136801,Atendido,2008,TELEMAR/MG,Rádio,8,4,4
MG,3138351,Atendido,2009,TELEMAR/MG,Rádio,8,4,4
MG,3138674,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3139250,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3140407,Atendido,2009,TELEMAR/MG,Rádio,8,4,4
MG,3140852,Atendido,2009,TELEMAR/MG,Rádio,8,4,4
MG,3142502,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3144656,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3144672,Atendido,2009,TELEMAR/MG,Rádio,8,4,4
MG,3145059,Atendido,2009,TELEMAR/MG,Rádio,8,4,4
MG,3145372,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3145703,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3145802,Atendido,2009,TELEMAR/MG,Rádio,8,4,4
MG,3145877,Atendido,2009,TELEMAR/MG,Rádio,8,4,4
MG,3146255,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3146552,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3150406,Atendido,2009,TELEMAR/MG,Rádio,8,4,4
MG,3150570,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3150901,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3153202,Atendido,2009,TELEMAR/MG,Rádio,8,4,4
MG,3154507,Atendido,2009,TELEMAR/MG,Rádio,8,4,4
MG,3157336,Atendido,2008,TELEMAR/MG,Fibra,8,4,4
MG,3157377,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3157401,Atendido,2009,TELEMAR/MG,Rádio,8,4,4
MG,3159407,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3160207,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3161601,Atendido,2009,TELEMAR/MG,Rádio,8,4,4
MG,3162252,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3163607,Atendido,2009,TELEMAR/MG,Rádio,8,4,4
MG,3164803,Atendido,2010,TELEMAR/MG,Rádio,8,4,4
MG,3165552,Atendido,2009,TELEMAR/MG,Rádio,8,4,4
MG,3165560,Atendido,2009,TELEMAR/MG,Rádio,8,4,4
MG,3165602,Atendido,2010,TELEMAR/MG,Fibra,8,4,4
MG,3166402,Atendido,2008,TELEMAR/MG,Fibra,8,4,4
MG,3171154,Atendido,2009,TELEMAR/MG,Rádio,8,4,4
MG,3171501,Atendido,2008,TELEMAR/MG,Rádio,8,4,4
PR,4101051,Atendido,2008,BRASILTELECOM FILIAL/PR,Rádio,8,4,4
PR,4101853,Atendido,2009,BRASILTELECOM FILIAL/PR,Rádio,8,4,4
PR,4102604,Atendido,2010,BRASILTELECOM FILIAL/PR,Fibra,8,4,4
PR,4102752,Atendido,2009,BRASILTELECOM FILIAL/PR,Rádio,8,4,4
PR,4103024,Atendido,2008,BRASILTELECOM FILIAL/PR,Rádio,8,4,4
PR,4103040,Atendido,2008,BRASILTELECOM FILIAL/PR,Rádio,8,4,4
PR,4103156,Atendido,2008,BRASILTELECOM FILIAL/PR,Fibra,8,4,4
PR,4106456,Atendido,2008,BRASILTELECOM FILIAL/PR,Rádio,8,4,4
PR,4107520,Atendido,2008,BRASILTELECOM FILIAL/PR,Rádio,8,4,4
PR,4107546,Atendido,2008,BRASILTELECOM FILIAL/PR,Fibra,8,4,4
PR,4108551,Atendido,2008,BRASILTELECOM FILIAL/PR,Rádio,8,4,4
PR,4108957,Atendido,2008,BRASILTELECOM FILIAL/PR,Fibra,8,4,4
PR,4110052,Atendido,2008,BRASILTELECOM FILIAL/PR,Rádio,8,4,4
PR,4112603,Atendido,2008,BRASILTELECOM FILIAL/PR,Fibra,8,4,4
PR,4114351,Atendido,2008,BRASILTELECOM FILIAL/PR,Fibra,8,4,4
PR,4115739,Atendido,2008,BRASILTELECOM FILIAL/PR,Rádio,8,4,4
PR,4119251,Atendido,2009,BRASILTELECOM FILIAL/PR,Rádio,8,4,4
PR,4120150,Atendido,2008,BRASILTELECOM FILIAL/PR,Fibra,8,4,4
PR,4121257,Atendido,2008,BRASILTELECOM FILIAL/PR,Rádio,8,4,4
PR,4123600,Atendido,2008,BRASILTELECOM FILIAL/PR,Fibra,8,4,4
PR,4128625,Atendido,2009,BRASILTELECOM FILIAL/PR,Rádio,8,4,4
PR,4128633,Atendido,2008,BRASILTELECOM FILIAL/PR,Rádio,8,4,4
SC,4202438,Atendido,2010,BRASILTELECOM FILIAL/SC,Rádio,8,4,4
SC,4207858,Atendido,2008,BRASILTELECOM FILIAL/SC,Fibra,8,4,4
SC,4209458,Atendido,2009,BRASILTELECOM FILIAL/SC,Fibra,8,4,4
SC,4209805,Atendido,2009,BRASILTELECOM FILIAL/SC,Fibra,8,4,4
SC,4211801,Atendido,2008,BRASILTELECOM FILIAL/SC,Fibra,8,4,4
SC,4215059,Atendido,2008,BRASILTELECOM FILIAL/SC,Fibra,8,4,4
SC,4217758,Atendido,2008,BRASILTELECOM FILIAL/SC,Fibra,8,4,4
RS,4300471,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4300554,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4300638,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4300661,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4301073,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4301750,Atendido,2010,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4301859,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4301925,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4302055,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4302220,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4302238,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4302378,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4302451,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4302584,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4304614,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4304622,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4304655,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4304697,Atendido,2008,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4304713,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4304853,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4305116,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4305132,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4305157,Atendido,2008,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4305173,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4305371,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4305447,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4305835,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4305850,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4305934,Atendido,2010,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4305975,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4306072,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4306130,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4306320,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4306353,Atendido,2008,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4306379,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4306429,Atendido,2008,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4306759,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4306924,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4307450,Atendido,2008,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4307815,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4307831,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4307864,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4308052,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4308078,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4308250,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4308433,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4308656,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4308854,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4309126,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4309159,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4309571,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4309951,Atendido,2008,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4310413,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4310462,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4310553,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4310579,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4310652,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4310702,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4310876,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4311130,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4311239,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4311254,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4311429,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4311734,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4311791,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4311981,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4312138,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4312179,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4312377,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4312427,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4312443,Atendido,2008,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4312617,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4312625,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4312674,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4312955,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4313011,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4313334,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4313391,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4313425,Atendido,2008,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4313441,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4313466,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4313490,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4314068,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4314134,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4314175,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4314464,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4314779,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4314787,Atendido,2008,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4315073,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4315131,Atendido,2008,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4315313,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4315321,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4315453,Atendido,2008,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4315552,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4315958,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4316428,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4316477,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4316733,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4316972,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4317004,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4317251,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4317558,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4317954,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4318457,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4318465,Atendido,2008,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4318499,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4318614,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4318622,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4319125,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4319208,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4319364,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4319711,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4319737,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4320230,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4320263,Atendido,2008,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4320321,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4320354,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4320453,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4320578,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4320602,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4320859,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4321469,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4321477,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4321857,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4322152,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4322186,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4322327,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4322343,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4322350,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4322376,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4322525,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4322855,Atendido,2010,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4323358,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4323507,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
RS,4323606,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4323705,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4323754,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,4,4
RS,4323770,Atendido,2010,BRASILTELECOM FILIAL/RS,Fibra,8,4,4
MS,5002803,Atendido,2008,BRASILTELECOM FILIAL/MS,Rádio,8,4,4
MS,5004809,Atendido,2008,BRASILTELECOM FILIAL/MS,Rádio,8,4,4
MT,5101209,Atendido,2010,BRASILTELECOM FILIAL/MT,Rádio,8,4,4
MT,5106174,Atendido,2008,BRASILTELECOM FILIAL/MT,Rádio,8,4,4
MT,5106315,Atendido,2009,BRASILTELECOM FILIAL/MT,Rádio,8,4,4
MT,5106653,Atendido,2008,BRASILTELECOM FILIAL/MT,Fibra,8,4,4
MT,5106703,Atendido,2010,BRASILTELECOM FILIAL/MT,Rádio,8,4,4
MT,5107156,Atendido,2009,BRASILTELECOM FILIAL/MT,Fibra,8,4,4
MT,5107198,Atendido,2010,BRASILTELECOM FILIAL/MT,Rádio,8,4,4
MT,5107750,Atendido,2009,BRASILTELECOM FILIAL/MT,Fibra,8,4,4
MT,5107883,Atendido,2008,BRASILTELECOM FILIAL/MT,Rádio,8,4,4
MT,5108857,Atendido,2008,BRASILTELECOM FILIAL/MT,Rádio,8,4,4
GO,5200159,Atendido,2008,BRASILTELECOM FILIAL/GO,Rádio,8,4,4
GO,5200829,Atendido,2008,BRASILTELECOM FILIAL/GO,Rádio,8,4,4
GO,5203104,Atendido,2009,BRASILTELECOM FILIAL/GO,Fibra,8,4,4
GO,5203962,Atendido,2009,BRASILTELECOM FILIAL/GO,Rádio,8,4,4
GO,5204854,Atendido,2008,BRASILTELECOM FILIAL/GO,Rádio,8,4,4
GO,5208152,Atendido,2009,BRASILTELECOM FILIAL/GO,Fibra,8,4,4
GO,5209291,Atendido,2009,BRASILTELECOM FILIAL/GO,Rádio,8,4,4
GO,5209408,Atendido,2010,BRASILTELECOM FILIAL/GO,Rádio,8,4,4
GO,5210158,Atendido,2008,BRASILTELECOM FILIAL/GO,Fibra,8,4,4
