"Código","Unidade Territorial","UF","Referência","Famílias PBF (até Out/2021)","Famílias PBF (a partir de Mar/2023)","Valor repassado às famílias PBF (até Out/2021)","Valor repassado às famílias PBF (a partir de Mar/2023)","Valor do Benefício médio (até Out/2021)","Valor do Benefício médio (a partir de Mar/2023)"
"431862","SÃO JOSÉ DOS AUSENTES","RS","2008","195","","179078,00","","918,35",""
"431862","SÃO JOSÉ DOS AUSENTES","RS","2015","217","","347500","","1601,38",""
"431862","SÃO JOSÉ DOS AUSENTES","RS","2013","204","","315826","","1548,17",""
"431862","SÃO JOSÉ DOS AUSENTES","RS","2009","216","","223267,00","","1033,64",""
"431862","SÃO JOSÉ DOS AUSENTES","RS","2014","203","","326908","","1610,38",""
"431862","SÃO JOSÉ DOS AUSENTES","RS","2011","209","","295454,00","","1413,66",""
"431862","SÃO JOSÉ DOS AUSENTES","RS","2010","205","","247137,00","","1205,55",""
"431862","SÃO JOSÉ DOS AUSENTES","RS","2020","211","","200354,00","","949,55",""
"431862","SÃO JOSÉ DOS AUSENTES","RS","2021","236","","340257","","1441,77",""
"431862","SÃO JOSÉ DOS AUSENTES","RS","2012","202","","309136","","1530,38",""
"431862","SÃO JOSÉ DOS AUSENTES","RS","2016","212","","444761,00","","2097,93",""
"431862","SÃO JOSÉ DOS AUSENTES","RS","2017","224","","543563","","2426,62",""
"431862","SÃO JOSÉ DOS AUSENTES","RS","2018","203","","519891","","2561,04",""
"431862","SÃO JOSÉ DOS AUSENTES","RS","2019","183","","499303,00","","2728,43",""
"431862","SÃO JOSÉ DOS AUSENTES","RS","2007","207","","149067","","720,13",""
"431870","SÃO LEOPOLDO","RS","2010","9123","","9928260,00","","1088,27",""
"431870","SÃO LEOPOLDO","RS","2011","8076","","10761086,00","","1332,48",""
"431870","SÃO LEOPOLDO","RS","2020","8951","","6197862,00","","692,42",""
"431870","SÃO LEOPOLDO","RS","2009","9709","","8124140,00","","836,76",""
"431870","SÃO LEOPOLDO","RS","2008","6644","","7290480,00","","1097,30",""
"431870","SÃO LEOPOLDO","RS","2007","8608","","6320822","","734,30",""
"431870","SÃO LEOPOLDO","RS","2013","6932","","11555018","","1666,91",""
"431870","SÃO LEOPOLDO","RS","2014","6465","","10693633","","1654,08",""
"431870","SÃO LEOPOLDO","RS","2015","6851","","11347979","","1656,40",""
"431870","SÃO LEOPOLDO","RS","2016","6681","","12331305,00","","1845,73",""
"431870","SÃO LEOPOLDO","RS","2017","7062","","13312458","","1885,08",""
"431870","SÃO LEOPOLDO","RS","2018","7683","","15418661","","2006,85",""
"431870","SÃO LEOPOLDO","RS","2019","6923","","16557374,00","","2391,65",""
"431870","SÃO LEOPOLDO","RS","2012","7879","","11713528","","1486,68",""
"431870","SÃO LEOPOLDO","RS","2021","8962","","11431164","","1275,51",""
"431880","SÃO LOURENÇO DO SUL","RS","2009","2047","","1873289,00","","915,14",""
"431880","SÃO LOURENÇO DO SUL","RS","2011","1977","","2394133,00","","1210,99",""
"431880","SÃO LOURENÇO DO SUL","RS","2021","1613","","1321241","","819,12",""
"431880","SÃO LOURENÇO DO SUL","RS","2007","1903","","1317981","","692,58",""
"431880","SÃO LOURENÇO DO SUL","RS","2017","1547","","2557929","","1653,48",""
"431880","SÃO LOURENÇO DO SUL","RS","2013","2118","","2939348","","1387,79",""
"431880","SÃO LOURENÇO DO SUL","RS","2014","1974","","3050194","","1545,18",""
"431880","SÃO LOURENÇO DO SUL","RS","2015","1986","","3008713","","1514,96",""
"431880","SÃO LOURENÇO DO SUL","RS","2020","1491","","795654,00","","533,64",""
"431880","SÃO LOURENÇO DO SUL","RS","2016","1584","","2748349,00","","1735,07",""
"431880","SÃO LOURENÇO DO SUL","RS","2019","1329","","2468673,00","","1857,54",""
"431880","SÃO LOURENÇO DO SUL","RS","2018","1465","","2596766","","1772,54",""
"431880","SÃO LOURENÇO DO SUL","RS","2008","1688","","1582712,00","","937,63",""
"431880","SÃO LOURENÇO DO SUL","RS","2010","2006","","2081955,00","","1037,86",""
"431880","SÃO LOURENÇO DO SUL","RS","2012","2083","","2809504","","1348,78",""
"431890","SÃO LUIZ GONZAGA","RS","2010","2607","","2692700,00","","1032,87",""
"431890","SÃO LUIZ GONZAGA","RS","2012","2461","","3365880","","1367,69",""
"431890","SÃO LUIZ GONZAGA","RS","2008","2032","","1955020,00","","962,12",""
"431890","SÃO LUIZ GONZAGA","RS","2011","2533","","3103437,00","","1225,20",""
"431890","SÃO LUIZ GONZAGA","RS","2021","1145","","767725","","670,50",""
"431890","SÃO LUIZ GONZAGA","RS","2007","2240","","1784671","","796,73",""
"431890","SÃO LUIZ GONZAGA","RS","2009","2636","","2332288,00","","884,78",""
"431890","SÃO LUIZ GONZAGA","RS","2016","1449","","2448627,00","","1689,87",""
"431890","SÃO LUIZ GONZAGA","RS","2013","2260","","3239768","","1433,53",""
"431890","SÃO LUIZ GONZAGA","RS","2020","1071","","500687,00","","467,49",""
"431890","SÃO LUIZ GONZAGA","RS","2019","847","","1372831,00","","1620,82",""
"431890","SÃO LUIZ GONZAGA","RS","2018","927","","1564519","","1687,72",""
"431890","SÃO LUIZ GONZAGA","RS","2017","1142","","1887280","","1652,61",""
"431890","SÃO LUIZ GONZAGA","RS","2014","2045","","3177977","","1554,02",""
"431890","SÃO LUIZ GONZAGA","RS","2015","1902","","2991274","","1572,70",""
"431900","SÃO MARCOS","RS","2013","344","","543712","","1580,56",""
"431900","SÃO MARCOS","RS","2008","336","","275794,00","","820,82",""
"431900","SÃO MARCOS","RS","2015","318","","523051","","1644,81",""
"431900","SÃO MARCOS","RS","2014","330","","528073","","1600,22",""
"431900","SÃO MARCOS","RS","2010","444","","409442,00","","922,17",""
"431900","SÃO MARCOS","RS","2012","398","","568722","","1428,95",""
"431900","SÃO MARCOS","RS","2011","443","","530387,00","","1197,26",""
"431900","SÃO MARCOS","RS","2009","396","","322276,00","","813,83",""
"431900","SÃO MARCOS","RS","2016","317","","549792,00","","1734,36",""
"431900","SÃO MARCOS","RS","2017","346","","586772","","1695,87",""
"431900","SÃO MARCOS","RS","2018","339","","693767","","2046,51",""
"431900","SÃO MARCOS","RS","2019","291","","672086,00","","2309,57",""
"431900","SÃO MARCOS","RS","2020","330","","224613,00","","680,65",""
"431900","SÃO MARCOS","RS","2007","322","","249500","","774,84",""
"431900","SÃO MARCOS","RS","2021","323","","357154","","1105,74",""
"431910","SÃO MARTINHO","RS","2021","114","","96951","","850,45",""
"431910","SÃO MARTINHO","RS","2010","273","","285090,00","","1044,29",""
"431910","SÃO MARTINHO","RS","2012","284","","390522","","1375,08",""
"431910","SÃO MARTINHO","RS","2007","245","","188085","","767,69",""
"431910","SÃO MARTINHO","RS","2017","133","","244905","","1841,39",""
"431910","SÃO MARTINHO","RS","2018","120","","220185","","1834,88",""
"431910","SÃO MARTINHO","RS","2019","89","","168277,00","","1890,75",""
"431910","SÃO MARTINHO","RS","2020","102","","49571,00","","485,99",""
"431910","SÃO MARTINHO","RS","2011","291","","343900,00","","1181,79",""
"431910","SÃO MARTINHO","RS","2013","287","","422152","","1470,91",""
"431910","SÃO MARTINHO","RS","2015","206","","364858","","1771,16",""
"431910","SÃO MARTINHO","RS","2016","164","","318494,00","","1942,04",""
"431910","SÃO MARTINHO","RS","2008","231","","225256,00","","975,13",""
"431910","SÃO MARTINHO","RS","2014","267","","427387","","1600,70",""
"431910","SÃO MARTINHO","RS","2009","260","","261121,00","","1004,31",""
"431912","SÃO MARTINHO DA SERRA","RS","2014","247","","432658","","1751,65",""
"431912","SÃO MARTINHO DA SERRA","RS","2015","251","","412265","","1642,49",""
"431912","SÃO MARTINHO DA SERRA","RS","2016","228","","397118,00","","1741,75",""
"431912","SÃO MARTINHO DA SERRA","RS","2009","227","","232454,00","","1024,03",""
"431912","SÃO MARTINHO DA SERRA","RS","2020","250","","132446,00","","529,78",""
"431912","SÃO MARTINHO DA SERRA","RS","2019","218","","440456,00","","2020,44",""
"431912","SÃO MARTINHO DA SERRA","RS","2018","240","","406086","","1692,03",""
"431912","SÃO MARTINHO DA SERRA","RS","2007","287","","221621","","772,20",""
"431912","SÃO MARTINHO DA SERRA","RS","2013","266","","423372","","1591,62",""
"431912","SÃO MARTINHO DA SERRA","RS","2017","225","","381668","","1696,30",""
"431912","SÃO MARTINHO DA SERRA","RS","2012","259","","359698","","1388,80",""
"431912","SÃO MARTINHO DA SERRA","RS","2010","240","","248936,00","","1037,23",""
"431912","SÃO MARTINHO DA SERRA","RS","2008","254","","257130,00","","1012,32",""
"431912","SÃO MARTINHO DA SERRA","RS","2011","257","","303970,00","","1182,76",""
"431912","SÃO MARTINHO DA SERRA","RS","2021","274","","231752","","845,81",""
"431915","SÃO MIGUEL DAS MISSÕES","RS","2008","611","","601590,00","","984,60",""
"431915","SÃO MIGUEL DAS MISSÕES","RS","2010","674","","644272,00","","955,89",""
"431915","SÃO MIGUEL DAS MISSÕES","RS","2020","570","","352618,00","","618,63",""
"431915","SÃO MIGUEL DAS MISSÕES","RS","2018","551","","962207","","1746,29",""
"431915","SÃO MIGUEL DAS MISSÕES","RS","2009","680","","653425,00","","960,92",""
"431915","SÃO MIGUEL DAS MISSÕES","RS","2017","478","","761006","","1592,06",""
"431915","SÃO MIGUEL DAS MISSÕES","RS","2016","473","","811974,00","","1716,65",""
"431915","SÃO MIGUEL DAS MISSÕES","RS","2015","568","","981232","","1727,52",""
"431915","SÃO MIGUEL DAS MISSÕES","RS","2014","584","","960160","","1644,11",""
"431915","SÃO MIGUEL DAS MISSÕES","RS","2013","662","","908820","","1372,84",""
"431915","SÃO MIGUEL DAS MISSÕES","RS","2011","699","","854320,00","","1222,20",""
"431915","SÃO MIGUEL DAS MISSÕES","RS","2019","518","","1039319,00","","2006,41",""
"431915","SÃO MIGUEL DAS MISSÕES","RS","2007","707","","568950","","804,74",""
"431915","SÃO MIGUEL DAS MISSÕES","RS","2021","636","","582401","","915,72",""
"431915","SÃO MIGUEL DAS MISSÕES","RS","2012","671","","903798","","1346,94",""
"431920","SÃO NICOLAU","RS","2017","715","","1570529","","2196,54",""
"431920","SÃO NICOLAU","RS","2018","754","","1722401","","2284,35",""
"431920","SÃO NICOLAU","RS","2019","673","","1628661,00","","2420,00",""
"431920","SÃO NICOLAU","RS","2020","738","","579784,00","","785,62",""
"431920","SÃO NICOLAU","RS","2011","813","","1012632,00","","1245,55",""
"431920","SÃO NICOLAU","RS","2009","882","","805716,00","","913,51",""
"431920","SÃO NICOLAU","RS","2012","831","","1280248","","1540,61",""
"431920","SÃO NICOLAU","RS","2008","638","","669072,00","","1048,70",""
"431920","SÃO NICOLAU","RS","2021","721","","953073","","1321,88",""
"431920","SÃO NICOLAU","RS","2014","749","","1735903","","2317,63",""
"431920","SÃO NICOLAU","RS","2016","641","","1528965,00","","2385,28",""
"431920","SÃO NICOLAU","RS","2013","803","","1750216","","2179,60",""
"431920","SÃO NICOLAU","RS","2007","728","","625586","","859,32",""
"431920","SÃO NICOLAU","RS","2015","687","","1664005","","2422,13",""
"431920","SÃO NICOLAU","RS","2010","847","","927791,00","","1095,38",""
"431930","SÃO PAULO DAS MISSÕES","RS","2010","692","","755183,00","","1091,30",""
"431930","SÃO PAULO DAS MISSÕES","RS","2012","637","","865668","","1358,98",""
"431930","SÃO PAULO DAS MISSÕES","RS","2009","636","","585059,00","","919,90",""
"431930","SÃO PAULO DAS MISSÕES","RS","2008","539","","510422,00","","946,98",""
"431930","SÃO PAULO DAS MISSÕES","RS","2007","544","","454013","","834,58",""
"431930","SÃO PAULO DAS MISSÕES","RS","2015","392","","826402","","2108,17",""
"431930","SÃO PAULO DAS MISSÕES","RS","2016","364","","693481,00","","1905,17",""
"431930","SÃO PAULO DAS MISSÕES","RS","2019","230","","445122,00","","1935,31",""
"431930","SÃO PAULO DAS MISSÕES","RS","2018","259","","533883","","2061,32",""
"431930","SÃO PAULO DAS MISSÕES","RS","2013","592","","986210","","1665,90",""
"431930","SÃO PAULO DAS MISSÕES","RS","2020","256","","135257,00","","528,35",""
"431930","SÃO PAULO DAS MISSÕES","RS","2017","307","","580969","","1892,41",""
"431930","SÃO PAULO DAS MISSÕES","RS","2014","514","","1044603","","2032,30",""
"431930","SÃO PAULO DAS MISSÕES","RS","2011","675","","837139,00","","1240,21",""
"431930","SÃO PAULO DAS MISSÕES","RS","2021","272","","199097","","731,97",""
"431935","SÃO PEDRO DA SERRA","RS","2009","24","","14660,00","","610,83",""
"431935","SÃO PEDRO DA SERRA","RS","2021","18","","21552","","1197,33",""
"431935","SÃO PEDRO DA SERRA","RS","2008","20","","14784,00","","739,20",""
"431935","SÃO PEDRO DA SERRA","RS","2012","13","","18122","","1394,00",""
"431935","SÃO PEDRO DA SERRA","RS","2007","24","","11228","","467,83",""
"431935","SÃO PEDRO DA SERRA","RS","2010","24","","16194,00","","674,75",""
"431935","SÃO PEDRO DA SERRA","RS","2015","25","","41768","","1670,72",""
"431935","SÃO PEDRO DA SERRA","RS","2019","16","","25876,00","","1617,25",""
"431935","SÃO PEDRO DA SERRA","RS","2020","20","","11548,00","","577,40",""
"431935","SÃO PEDRO DA SERRA","RS","2018","16","","36011","","2250,69",""
"431935","SÃO PEDRO DA SERRA","RS","2013","12","","17696","","1474,67",""
"431935","SÃO PEDRO DA SERRA","RS","2011","15","","19521,00","","1301,40",""
"431935","SÃO PEDRO DA SERRA","RS","2014","22","","32847","","1493,05",""
"431935","SÃO PEDRO DA SERRA","RS","2016","23","","37556,00","","1632,87",""
"431935","SÃO PEDRO DA SERRA","RS","2017","23","","41578","","1807,74",""
"431936","SÃO PEDRO DAS MISSÕES","RS","2008","159","","161358,00","","1014,83",""
"431936","SÃO PEDRO DAS MISSÕES","RS","2011","236","","303021,00","","1283,99",""
"431936","SÃO PEDRO DAS MISSÕES","RS","2013","226","","346112","","1531,47",""
"431936","SÃO PEDRO DAS MISSÕES","RS","2016","109","","213711,00","","1960,65",""
"431936","SÃO PEDRO DAS MISSÕES","RS","2014","188","","340192","","1809,53",""
"431936","SÃO PEDRO DAS MISSÕES","RS","2017","104","","177581","","1707,51",""
"431936","SÃO PEDRO DAS MISSÕES","RS","2018","89","","158192","","1777,44",""
"431936","SÃO PEDRO DAS MISSÕES","RS","2015","134","","269667","","2012,44",""
"431936","SÃO PEDRO DAS MISSÕES","RS","2019","75","","129602,00","","1728,03",""
"431936","SÃO PEDRO DAS MISSÕES","RS","2020","84","","43280,00","","515,24",""
"431936","SÃO PEDRO DAS MISSÕES","RS","2007","160","","120773","","754,83",""
"431936","SÃO PEDRO DAS MISSÕES","RS","2021","92","","73301","","796,75",""
"431936","SÃO PEDRO DAS MISSÕES","RS","2012","239","","348192","","1456,87",""
"431936","SÃO PEDRO DAS MISSÕES","RS","2010","210","","252152,00","","1200,72",""
"431936","SÃO PEDRO DAS MISSÕES","RS","2009","190","","193041,00","","1016,01",""
"431937","SÃO PEDRO DO BUTIÁ","RS","2008","80","","78660,00","","983,25",""
"431937","SÃO PEDRO DO BUTIÁ","RS","2009","107","","98269,00","","918,40",""
"431937","SÃO PEDRO DO BUTIÁ","RS","2013","77","","105638","","1371,92",""
"431937","SÃO PEDRO DO BUTIÁ","RS","2014","63","","94179","","1494,90",""
"431937","SÃO PEDRO DO BUTIÁ","RS","2012","82","","107092","","1306,00",""
"431937","SÃO PEDRO DO BUTIÁ","RS","2020","45","","29204,00","","648,98",""
"431937","SÃO PEDRO DO BUTIÁ","RS","2019","45","","81528,00","","1811,73",""
"431937","SÃO PEDRO DO BUTIÁ","RS","2018","53","","65722","","1240,04",""
"431937","SÃO PEDRO DO BUTIÁ","RS","2017","44","","58118","","1320,86",""
"431937","SÃO PEDRO DO BUTIÁ","RS","2016","46","","83663,00","","1818,76",""
"431937","SÃO PEDRO DO BUTIÁ","RS","2015","68","","91923","","1351,81",""
"431937","SÃO PEDRO DO BUTIÁ","RS","2011","89","","107318,00","","1205,82",""
"431937","SÃO PEDRO DO BUTIÁ","RS","2021","45","","41410","","920,22",""
"431937","SÃO PEDRO DO BUTIÁ","RS","2010","93","","99258,00","","1067,29",""
"431937","SÃO PEDRO DO BUTIÁ","RS","2007","102","","77867","","763,40",""
"431940","SÃO PEDRO DO SUL","RS","2013","1017","","1482578","","1457,80",""
"431940","SÃO PEDRO DO SUL","RS","2014","898","","1473576","","1640,95",""
"431940","SÃO PEDRO DO SUL","RS","2008","819","","782198,00","","955,06",""
"431940","SÃO PEDRO DO SUL","RS","2012","1062","","1439610","","1355,56",""
"431940","SÃO PEDRO DO SUL","RS","2011","1067","","1287303,00","","1206,47",""
"431940","SÃO PEDRO DO SUL","RS","2015","845","","1439268","","1703,28",""
"431940","SÃO PEDRO DO SUL","RS","2016","671","","1248612,00","","1860,82",""
"431940","SÃO PEDRO DO SUL","RS","2017","643","","1079577","","1678,97",""
"431940","SÃO PEDRO DO SUL","RS","2021","990","","1192276","","1204,32",""
"431940","SÃO PEDRO DO SUL","RS","2019","790","","1775712,00","","2247,74",""
"431940","SÃO PEDRO DO SUL","RS","2020","857","","604355,00","","705,20",""
"431940","SÃO PEDRO DO SUL","RS","2010","1060","","978586,00","","923,19",""
"431940","SÃO PEDRO DO SUL","RS","2018","842","","1409526","","1674,02",""
"431940","SÃO PEDRO DO SUL","RS","2007","1011","","770581","","762,20",""
"431940","SÃO PEDRO DO SUL","RS","2009","913","","850742,00","","931,81",""
"431950","SÃO SEBASTIÃO DO CAÍ","RS","2008","688","","617402,00","","897,39",""
"431950","SÃO SEBASTIÃO DO CAÍ","RS","2009","888","","778193,00","","876,34",""
"431950","SÃO SEBASTIÃO DO CAÍ","RS","2012","729","","1081948","","1484,15",""
"431950","SÃO SEBASTIÃO DO CAÍ","RS","2011","694","","903363,00","","1301,68",""
"431950","SÃO SEBASTIÃO DO CAÍ","RS","2007","698","","508065","","727,89",""
"431950","SÃO SEBASTIÃO DO CAÍ","RS","2016","683","","1602670,00","","2346,52",""
"431950","SÃO SEBASTIÃO DO CAÍ","RS","2014","755","","1409788","","1867,27",""
"431950","SÃO SEBASTIÃO DO CAÍ","RS","2013","692","","1215996","","1757,22",""
"431950","SÃO SEBASTIÃO DO CAÍ","RS","2010","803","","873040,00","","1087,22",""
"431950","SÃO SEBASTIÃO DO CAÍ","RS","2017","781","","1611778","","2063,74",""
"431950","SÃO SEBASTIÃO DO CAÍ","RS","2018","827","","1701069","","2056,92",""
"431950","SÃO SEBASTIÃO DO CAÍ","RS","2021","682","","720406","","1056,31",""
"431950","SÃO SEBASTIÃO DO CAÍ","RS","2019","726","","1537812,00","","2118,20",""
"431950","SÃO SEBASTIÃO DO CAÍ","RS","2020","728","","511618,00","","702,77",""
"431950","SÃO SEBASTIÃO DO CAÍ","RS","2015","713","","1539057","","2158,57",""
"431960","SÃO SEPÉ","RS","2008","1527","","1413506,00","","925,68",""
"431960","SÃO SEPÉ","RS","2013","1549","","2354702","","1520,14",""
"431960","SÃO SEPÉ","RS","2014","1339","","2099180","","1567,72",""
"431960","SÃO SEPÉ","RS","2015","1323","","2085449","","1576,30",""
"431960","SÃO SEPÉ","RS","2016","1149","","1836828,00","","1598,63",""
"431960","SÃO SEPÉ","RS","2017","1084","","1751668","","1615,93",""
"431960","SÃO SEPÉ","RS","2018","980","","1610274","","1643,14",""
"431960","SÃO SEPÉ","RS","2019","863","","1460579,00","","1692,44",""
"431960","SÃO SEPÉ","RS","2020","978","","452653,00","","462,84",""
"431960","SÃO SEPÉ","RS","2009","1634","","1642600,00","","1005,26",""
"431960","SÃO SEPÉ","RS","2011","1802","","2083616,00","","1156,28",""
"431960","SÃO SEPÉ","RS","2012","1801","","2337324","","1297,79",""
"431960","SÃO SEPÉ","RS","2021","1062","","673400","","634,09",""
"431960","SÃO SEPÉ","RS","2010","1826","","1919087,00","","1050,98",""
"431960","SÃO SEPÉ","RS","2007","1725","","1336637","","774,86",""
"431970","SÃO VALENTIM","RS","2012","150","","220144","","1467,63",""
"431970","SÃO VALENTIM","RS","2007","218","","179204","","822,04",""
"431970","SÃO VALENTIM","RS","2010","186","","236845,00","","1273,36",""
"431970","SÃO VALENTIM","RS","2020","63","","31642,00","","502,25",""
"431970","SÃO VALENTIM","RS","2018","63","","109879","","1744,11",""
"431970","SÃO VALENTIM","RS","2017","80","","130138","","1626,73",""
"431970","SÃO VALENTIM","RS","2016","74","","149651,00","","2022,31",""
"431970","SÃO VALENTIM","RS","2015","90","","166459","","1849,54",""
"431970","SÃO VALENTIM","RS","2019","49","","87157,00","","1778,71",""
"431970","SÃO VALENTIM","RS","2011","158","","216490,00","","1370,19",""
"431970","SÃO VALENTIM","RS","2014","98","","191382","","1952,88",""
"431970","SÃO VALENTIM","RS","2009","216","","216950,00","","1004,40",""
"431970","SÃO VALENTIM","RS","2013","134","","230236","","1718,18",""
"431970","SÃO VALENTIM","RS","2008","174","","178430,00","","1025,46",""
"431970","SÃO VALENTIM","RS","2021","71","","63404","","893,01",""
"431971","SÃO VALENTIM DO SUL","RS","2009","63","","61492,00","","976,06",""
"431971","SÃO VALENTIM DO SUL","RS","2021","9","","8656","","961,78",""
"431971","SÃO VALENTIM DO SUL","RS","2013","54","","81124","","1502,30",""
"431971","SÃO VALENTIM DO SUL","RS","2017","9","","17665","","1962,78",""
"431971","SÃO VALENTIM DO SUL","RS","2016","15","","31475,00","","2098,33",""
"431971","SÃO VALENTIM DO SUL","RS","2012","56","","86834","","1550,61",""
"431971","SÃO VALENTIM DO SUL","RS","2015","22","","46098","","2095,36",""
"431971","SÃO VALENTIM DO SUL","RS","2007","54","","46686","","864,56",""
"431971","SÃO VALENTIM DO SUL","RS","2014","31","","61106","","1971,16",""
"431971","SÃO VALENTIM DO SUL","RS","2008","43","","45570,00","","1059,77",""
"431971","SÃO VALENTIM DO SUL","RS","2010","63","","67152,00","","1065,90",""
"431971","SÃO VALENTIM DO SUL","RS","2018","9","","14245","","1582,78",""
"431971","SÃO VALENTIM DO SUL","RS","2019","4","","10796,00","","2699,00",""
"431971","SÃO VALENTIM DO SUL","RS","2020","4","","3264,00","","816,00",""
"431971","SÃO VALENTIM DO SUL","RS","2011","63","","81885,00","","1299,76",""
"431973","SÃO VALÉRIO DO SUL","RS","2010","225","","292519,00","","1300,08",""
"431973","SÃO VALÉRIO DO SUL","RS","2012","279","","460236","","1649,59",""
"431973","SÃO VALÉRIO DO SUL","RS","2011","227","","324123,00","","1427,85",""
"431973","SÃO VALÉRIO DO SUL","RS","2007","219","","195875","","894,41",""
"431973","SÃO VALÉRIO DO SUL","RS","2021","300","","360015","","1200,05",""
"431973","SÃO VALÉRIO DO SUL","RS","2009","239","","268157,00","","1122,00",""
"431973","SÃO VALÉRIO DO SUL","RS","2015","291","","613967","","2109,85",""
"431973","SÃO VALÉRIO DO SUL","RS","2017","291","","557070","","1914,33",""
"431973","SÃO VALÉRIO DO SUL","RS","2018","288","","562785","","1954,11",""
"431973","SÃO VALÉRIO DO SUL","RS","2019","289","","575462,00","","1991,22",""
"431973","SÃO VALÉRIO DO SUL","RS","2020","304","","192100,00","","631,91",""
"431973","SÃO VALÉRIO DO SUL","RS","2008","221","","238406,00","","1078,76",""
"431973","SÃO VALÉRIO DO SUL","RS","2013","278","","562522","","2023,46",""
"431973","SÃO VALÉRIO DO SUL","RS","2014","305","","622651","","2041,48",""
"431973","SÃO VALÉRIO DO SUL","RS","2016","275","","575048,00","","2091,08",""
"431975","SÃO VENDELINO","RS","2014","3","","11660","","3886,67",""
"431975","SÃO VENDELINO","RS","2017","7","","13379","","1911,29",""
"431975","SÃO VENDELINO","RS","2016","8","","15722,00","","1965,25",""
"431975","SÃO VENDELINO","RS","2008","3","","4006,00","","1335,33",""
"431975","SÃO VENDELINO","RS","2007","7","","4973","","710,43",""
"431975","SÃO VENDELINO","RS","2018","5","","9453","","1890,60",""
"431975","SÃO VENDELINO","RS","2015","6","","9001","","1500,17",""
"431975","SÃO VENDELINO","RS","2020","2","","2452","","1226,00",""
"431975","SÃO VENDELINO","RS","2019","1","","4280,00","","4280,00",""
"431975","SÃO VENDELINO","RS","2013","5","","12918","","2583,60",""
"431975","SÃO VENDELINO","RS","2012","5","","8290","","1658,00",""
"431975","SÃO VENDELINO","RS","2011","3","","2252,00","","750,67",""
"431975","SÃO VENDELINO","RS","2010","3","","880,00","","293,33",""
"431975","SÃO VENDELINO","RS","2009","2","","1270,00","","635,00",""
"431975","SÃO VENDELINO","RS","2021","3","","5525","","1841,67",""
"431980","SÃO VICENTE DO SUL","RS","2021","417","","415871","","997,29",""
"431980","SÃO VICENTE DO SUL","RS","2012","727","","1092510","","1502,76",""
"431980","SÃO VICENTE DO SUL","RS","2011","730","","957004,00","","1310,96",""
"431980","SÃO VICENTE DO SUL","RS","2007","816","","647513","","793,52",""
"431980","SÃO VICENTE DO SUL","RS","2009","708","","746230,00","","1054,00",""
"431980","SÃO VICENTE DO SUL","RS","2010","756","","851474,00","","1126,29",""
"431980","SÃO VICENTE DO SUL","RS","2019","378","","825156,00","","2182,95",""
"431980","SÃO VICENTE DO SUL","RS","2020","418","","246809,00","","590,45",""
"431980","SÃO VICENTE DO SUL","RS","2017","489","","861746","","1762,26",""
"431980","SÃO VICENTE DO SUL","RS","2018","457","","899530","","1968,34",""
"431980","SÃO VICENTE DO SUL","RS","2014","697","","1204039","","1727,46",""
"431980","SÃO VICENTE DO SUL","RS","2008","741","","733734,00","","990,19",""
"431980","SÃO VICENTE DO SUL","RS","2013","724","","1291362","","1783,65",""
"431980","SÃO VICENTE DO SUL","RS","2015","632","","1078046","","1705,77",""
"431980","SÃO VICENTE DO SUL","RS","2016","480","","898219,00","","1871,29",""
"431990","SAPIRANGA","RS","2015","2087","","4576689","","2192,95",""
"431990","SAPIRANGA","RS","2013","3198","","7280302","","2276,52",""
"431990","SAPIRANGA","RS","2009","3314","","2696146,00","","813,56",""
"431990","SAPIRANGA","RS","2020","1882","","1534322,00","","815,26",""
"431990","SAPIRANGA","RS","2019","1555","","3782340,00","","2432,37",""
"431990","SAPIRANGA","RS","2018","1693","","3446275","","2035,60",""
"431990","SAPIRANGA","RS","2017","1486","","2871702","","1932,50",""
"431990","SAPIRANGA","RS","2016","1564","","3484224,00","","2227,76",""
"431990","SAPIRANGA","RS","2014","2464","","5600205","","2272,81",""
"431990","SAPIRANGA","RS","2021","2212","","3119934","","1410,46",""
"431990","SAPIRANGA","RS","2012","3636","","6509842","","1790,39",""
"431990","SAPIRANGA","RS","2008","1772","","1481782,00","","836,22",""
"431990","SAPIRANGA","RS","2011","3780","","5686498,00","","1504,36",""
"431990","SAPIRANGA","RS","2010","3563","","4551375,00","","1277,40",""
"431990","SAPIRANGA","RS","2007","1714","","1202876","","701,79",""
"432000","SAPUCAIA DO SUL","RS","2010","3945","","3954482,00","","1002,40",""
"432000","SAPUCAIA DO SUL","RS","2012","4060","","5750320","","1416,33",""
"432000","SAPUCAIA DO SUL","RS","2020","4072","","2259939,00","","554,99",""
"432000","SAPUCAIA DO SUL","RS","2021","4706","","3973300","","844,31",""
"432000","SAPUCAIA DO SUL","RS","2008","2613","","2655084,00","","1016,11",""
"432000","SAPUCAIA DO SUL","RS","2007","3015","","2714897","","900,46",""
"432000","SAPUCAIA DO SUL","RS","2019","3312","","6709820,00","","2025,91",""
"432000","SAPUCAIA DO SUL","RS","2017","3847","","6326865","","1644,62",""
"432000","SAPUCAIA DO SUL","RS","2016","3776","","6307552,00","","1670,43",""
"432000","SAPUCAIA DO SUL","RS","2015","4116","","6778238","","1646,80",""
"432000","SAPUCAIA DO SUL","RS","2014","3858","","6868493","","1780,32",""
"432000","SAPUCAIA DO SUL","RS","2011","3980","","4936085,00","","1240,22",""
"432000","SAPUCAIA DO SUL","RS","2013","4452","","6467148","","1452,64",""
