id,ano,total_pago,media_pago,total_beneficiarios,media_beneficiarios
4306452,2023,254378.0,25437.8,409,40.9
4306452,2024,291597.0,26508.81818181818,475,43.18181818181818
4306502,2023,6571346.0,657134.6,9911,991.1
4306502,2024,7570079.0,688189.0,11254,1023.0909090909091
4306551,2023,719848.0,71984.8,1077,107.7
4306551,2024,862983.0,78453.0,1236,112.36363636363636
4306601,2023,17874787.0,1787478.7,27682,2768.2
4306601,2024,20201891.0,1836535.5454545454,31063,2823.909090909091
4306700,2023,1445413.0,144541.3,2274,227.4
4306700,2024,1591155.0,144650.45454545456,2512,228.36363636363637
4306734,2023,793242.0,79324.2,1260,126.0
4306734,2024,953912.0,86719.27272727272,1470,133.63636363636363
4306759,2023,170739.0,17073.9,235,23.5
4306759,2024,292634.0,26603.090909090908,439,39.90909090909091
4306767,2023,22246757.0,2224675.7,33515,3351.5
4306767,2024,29555444.0,2686858.5454545454,44260,4023.6363636363635
4306809,2023,3059143.0,305914.3,4598,459.8
4306809,2024,4447466.0,404315.0909090909,6633,603.0
4306908,2023,12729272.0,1272927.2,19358,1935.8
4306908,2024,16140410.0,1467310.0,24460,2223.6363636363635
4306924,2023,923525.0,92352.5,1364,136.4
4306924,2024,1090655.0,99150.45454545454,1580,143.63636363636363
4306932,2023,1832857.0,183285.7,2731,273.1
4306932,2024,2187293.0,198844.81818181818,3261,296.45454545454544
4306957,2023,1131062.0,113106.2,1692,169.2
4306957,2024,1509587.0,137235.18181818182,2302,209.27272727272728
4306973,2023,2038339.0,203833.9,3209,320.9
4306973,2024,2457258.0,223387.0909090909,3819,347.1818181818182
4307005,2023,15831830.0,1583183.0,24134,2413.4
4307005,2024,21986895.0,1998808.6363636365,33710,3064.5454545454545
4307054,2023,624346.0,62434.6,949,94.9
4307054,2024,676009.0,61455.36363636364,1030,93.63636363636364
4307104,2023,7530195.0,753019.5,11671,1167.1
4307104,2024,8336321.0,757847.3636363636,12758,1159.8181818181818
4307203,2023,1962051.0,196205.1,2971,297.1
4307203,2024,2629501.0,239045.54545454544,3964,360.3636363636364
4307302,2023,2582281.0,258228.1,3998,399.8
4307302,2024,2898390.0,263490.0,4527,411.54545454545456
4307401,2023,1308721.0,130872.1,1949,194.9
4307401,2024,1510840.0,137349.0909090909,2250,204.54545454545453
4307450,2023,1760703.0,176070.3,2679,267.9
4307450,2024,2079912.0,189082.9090909091,3170,288.1818181818182
4307500,2023,5353448.0,535344.8,8233,823.3
4307500,2024,7127292.0,647935.6363636364,10697,972.4545454545455
4307559,2023,1275487.0,127548.7,1948,194.8
4307559,2024,1621138.0,147376.18181818182,2411,219.1818181818182
4307609,2023,8572990.0,857299.0,12897,1289.7
4307609,2024,10697527.0,972502.4545454546,16198,1472.5454545454545
4307708,2023,28999459.0,2899945.9,44831,4483.1
4307708,2024,34127286.0,3102480.5454545454,52593,4781.181818181818
4307807,2023,6165034.0,616503.4,9002,900.2
4307807,2024,8890938.0,808267.0909090909,13060,1187.2727272727273
4307815,2023,1883365.0,188336.5,2890,289.0
4307815,2024,2224674.0,202243.0909090909,3385,307.72727272727275
4307831,2023,1069805.0,106980.5,1615,161.5
4307831,2024,1185034.0,107730.36363636363,1811,164.63636363636363
4307864,2023,49858.0,4985.8,77,7.7
4307864,2024,73774.0,6706.727272727273,108,9.818181818181818
4307906,2023,14118910.0,1411891.0,21730,2173.0
4307906,2024,17417161.0,1583378.2727272727,26735,2430.4545454545455
4308003,2023,3230487.0,323048.7,5136,513.6
4308003,2024,3769757.0,342705.1818181818,5895,535.9090909090909
4308052,2023,1339056.0,133905.6,2133,213.3
4308052,2024,1425071.0,129551.90909090909,2262,205.63636363636363
4308078,2023,1191072.0,119107.2,1821,182.1
4308078,2024,1498319.0,136210.81818181818,2334,212.1818181818182
4308102,2023,1222048.0,122204.8,1844,184.4
4308102,2024,1400090.0,127280.90909090909,2202,200.1818181818182
4308201,2023,2743475.0,274347.5,4224,422.4
4308201,2024,3565231.0,324111.9090909091,5457,496.09090909090907
4308250,2023,354248.0,35424.8,546,54.6
